,medium,count,frequency
911,cut-and-pasted printed papers with graphite and clear and colored self-adhesive polymer sheets on gray paper-covered board with ink,2,0.0001609398889514766
912,illustrated book with twelve lithographs and supplementary suite of seven lithographs,2,0.0001609398889514766
913,chrome-plated tubular steel and linen,2,0.0001609398889514766
914,illustrated book with 175 lithographs,2,0.0001609398889514766
915,oak and silk,2,0.0001609398889514766
916,"graphite, color pencil, and cut-and-pasted printed paper on board",2,0.0001609398889514766
917,steel casing,2,0.0001609398889514766
918,"chrome-plated steel, vinyl-coated steel sheet, and plastic glides",2,0.0001609398889514766
919,felt-tipped pen and color pencil on tracing paper,2,0.0001609398889514766
920,plasteline,2,0.0001609398889514766
921,"drypoint, monotype, and embossing",2,0.0001609398889514766
922,beech plywood with lacquered seat,2,0.0001609398889514766
923,"honeycomb composite with carbon fibers, kevlar and other materials",2,0.0001609398889514766
924,illustrated book with 21 screenprints,2,0.0001609398889514766
925,"wood, glass, and metal",2,0.0001609398889514766
926,"enameled aluminum, plastic, enameled steel, aluminum, and glass",2,0.0001609398889514766
927,blown 10 percent pbo glass,2,0.0001609398889514766
928,balsawood,2,0.0001609398889514766
929,illustrated book with twenty-four etchings,2,0.0001609398889514766
930,chrome-vanadium steel blade and molded handle,2,0.0001609398889514766
931,horsehair and gimp,2,0.0001609398889514766
932,cork and aluminum,2,0.0001609398889514766
933,offset lithography,2,0.0001609398889514766
934,drypoint from an illustrated book with four drypoints (one with aquatint) and one etching,2,0.0001609398889514766
935,enameled steel and plastic,2,0.0001609398889514766
936,chrome-plated tubular steel and calf parchment,2,0.0001609398889514766
937,pencil on board with collage,2,0.0001609398889514766
938,injection-molded polystyrene and laminated box board,2,0.0001609398889514766
939,illustrated book with 36 lithographs,2,0.0001609398889514766
940,5 etchings,2,0.0001609398889514766
941,illustrated book with three drypoints,2,0.0001609398889514766
942,carved mahogany and tooled leather,2,0.0001609398889514766
943,journal with eighteen letterpress illustrations (including cover),2,0.0001609398889514766
944,lacquer painted wood with woven straw seat,2,0.0001609398889514766
945,artist's book of twelve wood engravings,2,0.0001609398889514766
946,silkscreen after a photo collage original,2,0.0001609398889514766
947,cotton cretonne,2,0.0001609398889514766
948,eighteen issues of periodical with eighty-four lithographs,2,0.0001609398889514766
949,book with letterpress illustration (cover),2,0.0001609398889514766
950,curly birch,2,0.0001609398889514766
951,metal and chrome-plated tubular stem,2,0.0001609398889514766
952,letterpress and linocut,2,0.0001609398889514766
953,pastel and graphite on paper,2,0.0001609398889514766
954,marker and color pencil on tracing paper,2,0.0001609398889514766
955,plywood and painted wood,2,0.0001609398889514766
956,prospectus with one etching and three wood engravings,2,0.0001609398889514766
957,illustrated book with seventy-two lithographs (including variants on folder and slipcase) and one lithographed collage (wrapper front),2,0.0001609398889514766
958,abs and polycarbonate plastic with glass fill,2,0.0001609398889514766
959,"pencil, watercolor, and metallic ink on tracing paper",2,0.0001609398889514766
960,carbon fiber,2,0.0001609398889514766
961,gouache and lithograph,2,0.0001609398889514766
962,marble and stainless steel,2,0.0001609398889514766
963,mercerized cotton,2,0.0001609398889514766
964,computer-generated print on frosted polymer sheet with graphite and colored ink mounted on painted wood with metal,2,0.0001609398889514766
965,"painted magnesium alloy, wood, and leather",2,0.0001609398889514766
966,offset lighograph,2,0.0001609398889514766
967,"enameled steel, plated steel, and wood",2,0.0001609398889514766
968,"illustrated book with 18 line blocks with pochoir, three etchings (one with aquatint), and one lithograph (including cover)",2,0.0001609398889514766
969,oak and brass fittings,2,0.0001609398889514766
970,illustrated book with six line blocks (three with acrylic additions),2,0.0001609398889514766
971,enameled metal casing,2,0.0001609398889514766
972,paper and metal,2,0.0001609398889514766
973,portfolio of 19 screenprints,2,0.0001609398889514766
974,fused silica,2,0.0001609398889514766
975,"book with carbon-copied, hectographed, and pencil manuscript text and designs, and letterpress and rubber-stamped text designs",2,0.0001609398889514766
976,painted brass and steel,2,0.0001609398889514766
977,saran,2,0.0001609398889514766
978,28 lithographed illustrations,2,0.0001609398889514766
979,illustrated book with 34 drypoints and one linoleum cut,2,0.0001609398889514766
980,"stainless steel, spun steel, and aluminum",2,0.0001609398889514766
981,ebonized bentwood,2,0.0001609398889514766
982,illustrated book with eleven etchings and four aquatints,2,0.0001609398889514766
983,pencil and colored pencil on lined paper,2,0.0001609398889514766
984,mouth-blown heat-resistant glass,2,0.0001609398889514766
985,"illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",2,0.0001609398889514766
986,silver and ivory,2,0.0001609398889514766
987,tapered clear crystal tumblers,2,0.0001609398889514766
988,"extruded pvc, plated brass, and vinyl",2,0.0001609398889514766
989,hand-blown borosilicate glass,2,0.0001609398889514766
990,"brass, copper-plate, and opaline",2,0.0001609398889514766
991,anticorodal and anodized aluminum,2,0.0001609398889514766
992,"etching, aquatint, and drypoint",2,0.0001609398889514766
993,"cut-and-pasted gelatin silver print, printed paper, and ink on printed paper",2,0.0001609398889514766
994,"offset lithograph with rubber stamp, collage, ballpoint pen, and pencil additions from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",2,0.0001609398889514766
995,"artist's book. offset lithograph, twenty-eight pages with printed folder",2,0.0001609398889514766
996,drypoint and roulette,2,0.0001609398889514766
997,three books,2,0.0001609398889514766
998,portfolio of 12 lithographs,2,0.0001609398889514766
999,"polyurethane foam, steel, and dacron",2,0.0001609398889514766
1000,graphite and color crayon on tracing paper,2,0.0001609398889514766
1001,"steel, wood handle, and brass rivets",2,0.0001609398889514766
1002,glazed vitreous china,2,0.0001609398889514766
1003,lithograph with collage additions,2,0.0001609398889514766
1004,steel unibody construction with fabric top,2,0.0001609398889514766
1005,etching from an illustrated book of three etchings,2,0.0001609398889514766
1006,illustrated book with five woodcuts,2,0.0001609398889514766
1007,polyester and aluminum split yarn,2,0.0001609398889514766
1008,neoprene coated aluminum shell and metal rod,2,0.0001609398889514766
1009,"7 etchings (most with drypoint, aquatint, and/or collage) and 1 soft ground etching and aquatint",2,0.0001609398889514766
1010,"acrylic sheet, wood with oil stain, metal, and paint",2,0.0001609398889514766
1011,laminated birch and lacquered molded plywood,2,0.0001609398889514766
1012,wood and cotton webbing,2,0.0001609398889514766
1013,"aquatint and drypoint from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph",2,0.0001609398889514766
1014,illustrated book with one hundred and twenty-seven screenprints,2,0.0001609398889514766
1015,"linoleum cut from an illustrated book with four woodcuts, four linoleum cuts, and two lithographs",2,0.0001609398889514766
1016,ilustrated book with eight etching and aquatints (1 with drypoint),2,0.0001609398889514766
1017,printed in lithographic print in 8 colors after an original sketch made upon a newspaper,2,0.0001609398889514766
1018,"lithograph from an illustrated book with six linoleum cuts, three woodcuts, and one lithograph",2,0.0001609398889514766
1019,polish zeleny topol wood,2,0.0001609398889514766
1020,"milk bottles, steel, and light bulbs",2,0.0001609398889514766
1021,"illustrated book with nine acrylics, some with pen and ink and/or felt-tip pen",2,0.0001609398889514766
1022,molded plywood and metal,2,0.0001609398889514766
1023,polypropylene plastic and stainless steel,2,0.0001609398889514766
1024,labrador stone,2,0.0001609398889514766
1025,injection-molded polypropylene and anodized aluminum,2,0.0001609398889514766
1026,graphite on cut-and-pasted paper and graphite on cut-and-pasted printed paper on printed paper,2,0.0001609398889514766
1027,hand-blown hand-cut crystal and cork,2,0.0001609398889514766
1028,watercolor and pencil on paper,2,0.0001609398889514766
1029,chromed metal wire and rattan,2,0.0001609398889514766
1030,chrome-plated tubular steel and leather upholstery,2,0.0001609398889514766
1031,folder containing sixteen collotype reproductions of manuscript notes,2,0.0001609398889514766
1032,illustrated book with 2 transfer lithographs (including cover); and reproductions after lithographs,2,0.0001609398889514766
1033,polypropylene and nylon,2,0.0001609398889514766
1034,gilded wood,2,0.0001609398889514766
1035,serigraph with metal foil on paper,2,0.0001609398889514766
1036,".a: ink and ink wash on paper
.b: ink on tracing paper
.c: ink on acetate",2,0.0001609398889514766
1037,chrome-plated and painted metal,2,0.0001609398889514766
1038,acrylic plastic,2,0.0001609398889514766
1039,"colored ink, watercolor, and graphite on board",2,0.0001609398889514766
1040,die-cast magnesium casing and injection-molded plastic,2,0.0001609398889514766
1041,book with one relief halftone reproduction after drawing by kasimir malevich (front cover) and one line block reproduction after drawing by david burliuk (back cover),2,0.0001609398889514766
1042,"ash, oak, maple, and beechwood",2,0.0001609398889514766
1043,aluminum and enameled steel,2,0.0001609398889514766
1044,"book with 18 lithographs (including cover), lithographed manuscript text, and rubber-stamped text",2,0.0001609398889514766
1045,melamine and urethane resin,2,0.0001609398889514766
1046,"molded plywood, metal rod, rubber shockmounts, and rubber glides",2,0.0001609398889514766
